Title,Publication Day,Publication Month,Publication Year,Journal Name,Journal Volume,Journal Issue,Journal ISSN,Author 1 First Name,Author 1 Last Name,Author 1 Affiliation,Author 2 First Name,Author 2 Last Name,Author 2 Affiliation,Author 3 First Name,Author 3 Last Name,Author 3 Affiliation,Author 4 First Name,Author 4 Last Name,Author 4 Affiliation,Author 5 First Name,Author 5 Last Name,Author 5 Affiliation,Author 6 First Name,Author 6 Last Name,Author 6 Affiliation,Author 7 First Name,Author 7 Last Name,Author 7 Affiliation,Author 8 First Name,Author 8 Last Name,Author 8 Affiliation,Author 9 First Name,Author 9 Last Name,Author 9 Affiliation,Author 10 First Name,Author 10 Last Name,Author 10 Affiliation,Author 11 First Name,Author 11 Last Name,Author 11 Affiliation,Author 12 First Name,Author 12 Last Name,Author 12 Affiliation,Author 13 First Name,Author 13 Last Name,Author 13 Affiliation,Author 14 First Name,Author 14 Last Name,Author 14 Affiliation,Author 15 First Name,Author 15 Last Name,Author 15 Affiliation,Author 16 First Name,Author 16 Last Name,Author 16 Affiliation,Author 17 First Name,Author 17 Last Name,Author 17 Affiliation,Publisher Name,Publisher Location,ISBN 1,ISBN 2,Author 18 First Name,Author 18 Last Name,Author 18 Affiliation,Author 19 First Name,Author 19 Last Name,Author 19 Affiliation,Collective Author 1,Author 20 First Name,Author 20 Last Name,Author 20 Affiliation,Author 21 First Name,Author 21 Last Name,Author 21 Affiliation,Author 22 First Name,Author 22 Last Name,Author 22 Affiliation,Author 23 First Name,Author 23 Last Name,Author 23 Affiliation,Author 24 First Name,Author 24 Last Name,Author 24 Affiliation,Author 25 First Name,Author 25 Last Name,Author 25 Affiliation,Author 26 First Name,Author 26 Last Name,Author 26 Affiliation,Author 27 First Name,Author 27 Last Name,Author 27 Affiliation,Author 28 First Name,Author 28 Last Name,Author 28 Affiliation,Author 29 First Name,Author 29 Last Name,Author 29 Affiliation,Author 30 First Name,Author 30 Last Name,Author 30 Affiliation,Author 31 First Name,Author 31 Last Name,Author 31 Affiliation,Author 32 First Name,Author 32 Last Name,Author 32 Affiliation,Author 33 First Name,Author 33 Last Name,Author 33 Affiliation
role of empiric antifungal therapy in patients with perforated peptic ulcers,12,01,2022,Surgical infections,23,2,1557-8674,Majid,Chammas,"Division of Trauma and Surgical Critical Care, Department of Surgery, University of Miami, Jackson Memorial Hospital Ryder Trauma Center, Miami, Florida, USA.",Khaled,Abdul Jawad,"Division of Trauma and Surgical Critical Care, Department of Surgery, University of Miami, Jackson Memorial Hospital Ryder Trauma Center, Miami, Florida, USA.",Rebecca A,Saberi,"Division of Trauma and Surgical Critical Care, Department of Surgery, University of Miami, Jackson Memorial Hospital Ryder Trauma Center, Miami, Florida, USA.",Gareth,Gilna,"Division of Trauma and Surgical Critical Care, Department of Surgery, University of Miami, Jackson Memorial Hospital Ryder Trauma Center, Miami, Florida, USA.",Eva M,Urrechaga,"Division of Trauma and Surgical Critical Care, Department of Surgery, University of Miami, Jackson Memorial Hospital Ryder Trauma Center, Miami, Florida, USA.",Alessia,Cioci,"Division of Trauma and Surgical Critical Care, Department of Surgery, University of Miami, Jackson Memorial Hospital Ryder Trauma Center, Miami, Florida, USA.",Rishi,Rattan,"Division of Trauma and Surgical Critical Care, Department of Surgery, University of Miami, Jackson Memorial Hospital Ryder Trauma Center, Miami, Florida, USA.",Gerd Daniel,Pust,"Division of Trauma and Surgical Critical Care, Department of Surgery, University of Miami, Jackson Memorial Hospital Ryder Trauma Center, Miami, Florida, USA.",Nicholas,Namias,"Division of Trauma and Surgical Critical Care, Department of Surgery, University of Miami, Jackson Memorial Hospital Ryder Trauma Center, Miami, Florida, USA.",Daniel Dante,Yeh,"Division of Trauma and Surgical Critical Care, Department of Surgery, University of Miami, Jackson Memorial Hospital Ryder Trauma Center, Miami, Florida, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mortality prediction in icus using a novel time-slicing cox regression method,05,11,2015,AMIA ... Annual Symposium proceedings. AMIA Symposium,2015,,1942-597X,Yuan,Wang,"Department of Computer Science and Engineering, Washington University, St. Louis, MO.",Wenlin,Chen,"Department of Computer Science and Engineering, Washington University, St. Louis, MO.",Kevin,Heard,"School of Medicine, Washington University, St. Louis, MO.",Marin H,Kollef,"School of Medicine, Washington University, St. Louis, MO.",Thomas C,Bailey,"School of Medicine, Washington University, St. Louis, MO.",Zhicheng,Cui,"Department of Computer Science and Engineering, Washington University, St. Louis, MO.",Yujie,He,"Department of Computer Science and Engineering, Washington University, St. Louis, MO.",Chenyang,Lu,"Department of Computer Science and Engineering, Washington University, St. Louis, MO.",Yixin,Chen,"Department of Computer Science and Engineering, Washington University, St. Louis, MO.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scope and limitations of the scs-mp2 method for stacking and hydrogen bonding interactions,18,02,2008,Physical chemistry chemical physics : PCCP,10,19,1463-9076,Rafał A,Bachorz,"Center for Functional Nanostructures (CFN) and Lehrstuhl für Theoretische Chemie, Universität Karlsruhe (TH), Karlsruhe, Germany.",Florian A,Bischoff,,Sebastian,Höfener,,Wim,Klopper,,Philipp,Ottiger,,Roman,Leist,,Jann A,Frey,,Samuel,Leutwyler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"big data in healthcare - the promises, challenges and opportunities from a research perspective: a case study with a model database",16,04,2018,AMIA ... Annual Symposium proceedings. AMIA Symposium,2017,,1942-597X,Mohammad,Adibuzzaman,"Regenstrief Center for Healthcare Engineering, Purdue University, West Lafayette, Indiana, USA.",Poching,DeLaurentis,"Regenstrief Center for Healthcare Engineering, Purdue University, West Lafayette, Indiana, USA.",Jennifer,Hill,"Regenstrief Center for Healthcare Engineering, Purdue University, West Lafayette, Indiana, USA.",Brian D,Benneyworth,"Children's Health Services Research Group, Department of Pediatrics, Indiana University School of Medicine, Indianapolis, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
predictive modeling of bacterial infections and antibiotic therapy needs in critically ill adults,16,08,2020,Journal of biomedical informatics,109,,1532-0480,Garrett,Eickelberg,"Department of Preventitive Medicine (Health & Biomedical Informatics), Feinberg School of Medicine, 750 N Lake Shore, Chicago, IL 60611, USA.",L Nelson,Sanchez-Pinto,"Department of Preventitive Medicine (Health & Biomedical Informatics), Feinberg School of Medicine, 750 N Lake Shore, Chicago, IL 60611, USA; Department of Pediatrics (Critical Care), 225 E. Chicago Avenue, Chicago, IL 60611, USA. Electronic address: lazaro.sanchez-pinto@northwestern.edu.",Yuan,Luo,"Department of Preventitive Medicine (Health & Biomedical Informatics), Feinberg School of Medicine, 750 N Lake Shore, Chicago, IL 60611, USA. Electronic address: yuan.luo@northwestern.edu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
real-time prognosis of icu physiological data streams,XX,XX,2010,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,2010,,2375-7477,Daby,Sow,"IBM T.J. Watson Research Center, New York, NY, USA. sowdaby@us.ibm.com",Alain,Biem,,Jimeng,Sun,,Jianying,Hu,,Shahram,Ebadollahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a decision support method for prehospital emergency care based on ranking the importance of physiological variables,24,08,2020,"Healthcare (Basel, Switzerland)",8,3,2227-9032,Li,Zhang,"School of Economics and Management, Tianjin University of Science and Technology, Tianjin 300457, China.",Shuying,Zhao,"College of Intelligence and Computing, Tianjin University, Tianjin 300350, China.",Fang,Li,"School of Biomedical Informatics, University of Texas Health Science Center at Houston, 7000 Fannin St Suite 600, Houston, TX 77030, USA.",Guozheng,Rao,"College of Intelligence and Computing, Tianjin University, Tianjin 300350, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thyroid hormone levels as a predictor marker predict the prognosis of patients with sepsis,12,02,2021,The American journal of emergency medicine,45,,1532-8171,Yiping,Wang,"Department of Emergency, the First Affiliated Hospital of WenZhou Medical University, Wenzhou 325000, China.",Fangyuan,Sun,"Department of Computer Technology and Information Management, the First Affiliated Hospital of WenZhou Medical University, Wenzhou 325000, China.",Guangliang,Hong,"Department of Emergency, the First Affiliated Hospital of WenZhou Medical University, Wenzhou 325000, China.",Zhongqiu,Lu,"Department of Emergency, the First Affiliated Hospital of WenZhou Medical University, Wenzhou 325000, China. Electronic address: drluzhongqiu@163.com.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinical predictive modeling development and deployment through fhir web services,05,11,2015,AMIA ... Annual Symposium proceedings. AMIA Symposium,2015,,1942-597X,Mohammed,Khalilia,"Georgia Institute of Technology, Atlanta, Georgia.",Myung,Choi,"Georgia Institute of Technology, Atlanta, Georgia.",Amelia,Henderson,"Georgia Institute of Technology, Atlanta, Georgia.",Sneha,Iyengar,"Georgia Institute of Technology, Atlanta, Georgia.",Mark,Braunstein,"Georgia Institute of Technology, Atlanta, Georgia.",Jimeng,Sun,"Georgia Institute of Technology, Atlanta, Georgia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a unified machine reading comprehension framework for cohort selection,17,01,2022,IEEE journal of biomedical and health informatics,26,1,2168-2208,Ying,Xiong,,Weihua,Peng,,Qingcai,Chen,,Zhengxing,Huang,,Buzhou,Tang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data-driven curation process for describing the blood glucose management in the intensive care unit,10,03,2021,Scientific data,8,1,2052-4463,Aldo,Robles Arévalo,"IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Lisbon, Portugal. aldo.arevalo@tecnico.ulisboa.pt.",Jason H,Maley,"Beth Israel Deaconess Medical Center, Boston, MA, USA.",Lawrence,Baker,"RAND Corporation, Santa Monica, CA, USA.",Susana M,da Silva Vieira,"IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Lisbon, Portugal.",João M,da Costa Sousa,"IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Lisbon, Portugal.",Stan,Finkelstein,"Massachusetts Institute of Technology, Cambridge, MA, USA.",Roselyn,Mateo-Collado,"Rush University Medical Center, Chicago, IL, USA.",Jesse D,Raffa,"Massachusetts Institute of Technology, Cambridge, MA, USA.",Leo Anthony,Celi,"Beth Israel Deaconess Medical Center, Boston, MA, USA.",Francis,DeMichele,"Landmark Health, Huntington Beach, CA, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
predicting sepsis with a recurrent neural network using the mimic iii database,20,08,2019,Computers in biology and medicine,113,,1879-0534,Matthieu,Scherpf,"Institute of Biomedical Engineering, TU Dresden, Germany. Electronic address: Matthieu.Scherpf@tu-dresden.de.",Felix,Gräßer,"Institute of Biomedical Engineering, TU Dresden, Germany.",Hagen,Malberg,"Institute of Biomedical Engineering, TU Dresden, Germany.",Sebastian,Zaunseder,"Faculty of Information Technology, FH Dortmund, Germany.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development and validation of a risk stratification model for predicting the mortality of acute kidney injury in critical care patients,XX,02,2021,Annals of translational medicine,9,4,2305-5839,Haofan,Huang,"School of Biomedical Engineering, Health Science Center, Shenzhen University, Shenzhen, China.",Yong,Liu,"Department of Intensive Care Unit, Shenzhen Hospital, Southern Medical University, Shenzhen, China.",Ming,Wu,"Department of Critical Care Medicine & Infection Prevention and Control, The Second People's Hospital of Shenzhen & First Affiliated Hospital of Shenzhen University, Health Science Center, Shenzhen, China.",Yi,Gao,"School of Biomedical Engineering, Health Science Center, Shenzhen University, Shenzhen, China.",Xiaxia,Yu,"School of Biomedical Engineering, Health Science Center, Shenzhen University, Shenzhen, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"pulmonary hypertension with adult respiratory distress syndrome: prevalence, clinical impact, and association with central venous pressure",10,07,2020,Pulmonary circulation,10,3,2045-8932,Dong-Kai,Li,"Department of Critical Care Medicine, Peking Union Medical College Hospital, Peking Union Medical College and Chinese Academy of Medical Science, Beijing, China.",Jia-Yu,Mao,"Department of Critical Care Medicine, Peking Union Medical College Hospital, Peking Union Medical College and Chinese Academy of Medical Science, Beijing, China.",Yun,Long,"Department of Critical Care Medicine, Peking Union Medical College Hospital, Peking Union Medical College and Chinese Academy of Medical Science, Beijing, China.",Da-Wei,Liu,"Department of Critical Care Medicine, Peking Union Medical College Hospital, Peking Union Medical College and Chinese Academy of Medical Science, Beijing, China.",Xiao-Ting,Wang,"Department of Critical Care Medicine, Peking Union Medical College Hospital, Peking Union Medical College and Chinese Academy of Medical Science, Beijing, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
predictive value of red blood cell distribution width in critically ill patients with atrial fibrillation: a retrospective cohort study,18,01,2021,Annals of palliative medicine,10,3,2224-5839,Hongfen,Zeng,"Department of Operating Room, Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, China.",Tingting,Tao,"Department of Endocrinology, Changxing People's Hospital, Huzhou, China.",Zetao,Ma,"Department of Cardiology, Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, China; Key Laboratory of Cardiovascular Intervention and Regenerative Medicine of Zhejiang Province, Hangzhou, China.",Min,Wang,"Department of Cardiology, Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, China; Key Laboratory of Cardiovascular Intervention and Regenerative Medicine of Zhejiang Province, Hangzhou, China.",Xue,Lu,"Department of Cardiology, Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, China; Key Laboratory of Cardiovascular Intervention and Regenerative Medicine of Zhejiang Province, Hangzhou, China.",Yanbo,Zhao,"Department of Cardiology, Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, China; Key Laboratory of Cardiovascular Intervention and Regenerative Medicine of Zhejiang Province, Hangzhou, China. zhaoyb@zju.edu.cn.",Zhida,Shen,"Department of Cardiology, Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, China; Key Laboratory of Cardiovascular Intervention and Regenerative Medicine of Zhejiang Province, Hangzhou, China. shenzd@zju.edu.cn.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
platelet-to-lymphocyte ratio as a prognostic predictor of mortality for sepsis: interaction effect with disease severity-a retrospective study,25,01,2019,BMJ open,9,1,2044-6055,Yanfei,Shen,"Department of Intensive Care Unit, Zhejiang Hospital, Hangzhou, China.",Xinmei,Huang,"Department of Otolaryngological, Jinhua TCM hospital, Jinhua, P. R. China.",Weimin,Zhang,"Department of Intensive Care Unit, Dongyang People's Hospital, Jinhua, P.R. China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"association between body mass index and short-term mortality in patients with intra-abdominal infections: a retrospective, single-centre cohort study using the medical information mart for intensive care database",13,08,2021,BMJ open,11,8,2044-6055,Qinglin,Li,"Department of Hepatobiliary Surgery, The First Affiliated Hospital of Xi'an Jiaotong University, Xi'an, Shaanxi, China.",Yingmu,Tong,"Department of Hepatobiliary Surgery, The First Affiliated Hospital of Xi'an Jiaotong University, Xi'an, Shaanxi, China.",Sinan,Liu,"Department of Hepatobiliary Surgery, The First Affiliated Hospital of Xi'an Jiaotong University, Xi'an, Shaanxi, China.",Kaibo,Yang,"Department of Hepatobiliary Surgery, The First Affiliated Hospital of Xi'an Jiaotong University, Xi'an, Shaanxi, China.",Chang,Liu,"Department of Hepatobiliary Surgery, The First Affiliated Hospital of Xi'an Jiaotong University, Xi'an, Shaanxi, China you12ouy@163.com liuchangdoctor@163.com.",Jingyao,Zhang,"Department of Hepatobiliary Surgery, The First Affiliated Hospital of Xi'an Jiaotong University, Xi'an, Shaanxi, China you12ouy@163.com liuchangdoctor@163.com.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
synthesis of a new antischistosomally active and toxicologically tolerant c-12 monothione surrogate of the universal antihelmintic praziquantel,XX,XX,2002,Acta poloniae pharmaceutica,59,4,0001-6837,M H,Abo-Ghalia,"National Research Center, Cairo, Egypt.",A M,Soliman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a new scoring system for predicting in-hospital death in patients having liver cirrhosis with esophageal varices,11,10,2021,Frontiers in medicine,8,,2296-858X,Fengshuo,Xu,"Department of Clinical Research, The First Affiliated Hospital of Jinan University, Guangzhou, China.",Luming,Zhang,"Intensive Care Unit, The First Affiliated Hospital of Jinan University, Guangzhou, China.",Zichen,Wang,"Department of Public Health, University of California, Irvine, Irvine, CA, United States.",Didi,Han,"Department of Clinical Research, The First Affiliated Hospital of Jinan University, Guangzhou, China.",Chengzhuo,Li,"Department of Clinical Research, The First Affiliated Hospital of Jinan University, Guangzhou, China.",Shuai,Zheng,"Department of Clinical Research, The First Affiliated Hospital of Jinan University, Guangzhou, China.",Haiyan,Yin,"Intensive Care Unit, The First Affiliated Hospital of Jinan University, Guangzhou, China.",Jun,Lyu,"Department of Clinical Research, The First Affiliated Hospital of Jinan University, Guangzhou, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
risk prediction for heart failure incidence within 1-year using clinical and laboratory factors,XX,XX,2014,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,2014,,2694-0604,,Fen Miao,,,Yun-Peng Cai,,,Yuan-Ting Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recurrent neural network models for blood pressure monitoring using ppg morphological features,XX,11,2021,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,2021,,2694-0604,Chadi,El Hajj,,Panayiotis A,Kyriacou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
an artificial intelligence tool to predict fluid requirement in the intensive care unit: a proof-of-concept study,01,12,2008,"Critical care (London, England)",12,6,1466-609X,Leo Anthony,Celi,"Laboratory of Computer Science, Massachusetts General Hospital, 50 Staniford Street, 7th floor, Boston, MA 02114, USA. lceli@mit.edu",L Christian,Hinske,,Gil,Alterovitz,,Peter,Szolovits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trh mimetics: differentiation of antiamnesic potency from antidepressant effect,XX,11,1997,Bioorganic & medicinal chemistry,5,11,0968-0896,A A,Mazurov,"Physico-Chemical Institute, National Academy of Sciences, Odessa, Ukraine.",S A,Andronati,,T I,Korotenko,,N I,Sokolenko,,A I,Dyadenko,,Y E,Shapiro,,,Gorbatyuk VYa,,T A,Voronina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
