Title,Publication Day,Publication Month,Publication Year,Journal Name,Journal Volume,Journal ISSN,Author 1 First Name,Author 1 Last Name,Author 1 Affiliation,Author 2 First Name,Author 2 Last Name,Author 2 Affiliation,Author 3 First Name,Author 3 Last Name,Author 3 Affiliation,Author 4 First Name,Author 4 Last Name,Author 4 Affiliation,Journal Issue,Author 5 First Name,Author 5 Last Name,Author 5 Affiliation,Author 6 First Name,Author 6 Last Name,Author 6 Affiliation,Author 7 First Name,Author 7 Last Name,Author 7 Affiliation,Author 8 First Name,Author 8 Last Name,Author 8 Affiliation,Author 9 First Name,Author 9 Last Name,Author 9 Affiliation,Author 10 First Name,Author 10 Last Name,Author 10 Affiliation,Author 11 First Name,Author 11 Last Name,Author 11 Affiliation,Author 12 First Name,Author 12 Last Name,Author 12 Affiliation,Author 13 First Name,Author 13 Last Name,Author 13 Affiliation,Author 14 First Name,Author 14 Last Name,Author 14 Affiliation,Author 15 First Name,Author 15 Last Name,Author 15 Affiliation,Author 16 First Name,Author 16 Last Name,Author 16 Affiliation,Author 17 First Name,Author 17 Last Name,Author 17 Affiliation,Author 18 First Name,Author 18 Last Name,Author 18 Affiliation,Author 19 First Name,Author 19 Last Name,Author 19 Affiliation,Author 20 First Name,Author 20 Last Name,Author 20 Affiliation,Author 21 First Name,Author 21 Last Name,Author 21 Affiliation,Author 22 First Name,Author 22 Last Name,Author 22 Affiliation,Author 23 First Name,Author 23 Last Name,Author 23 Affiliation,Author 24 First Name,Author 24 Last Name,Author 24 Affiliation,Author 25 First Name,Author 25 Last Name,Author 25 Affiliation,Author 26 First Name,Author 26 Last Name,Author 26 Affiliation,Author 27 First Name,Author 27 Last Name,Author 27 Affiliation,Author 28 First Name,Author 28 Last Name,Author 28 Affiliation,Author 29 First Name,Author 29 Last Name,Author 29 Affiliation,Collective Author 1
failure of lactate clearance predicts the outcome of critically ill septic patients,18,12,2020,"Diagnostics (Basel, Switzerland)",10,2075-4418,Raphael Romano,Bruno,"Medical Faculty, Division of Cardiology, Pulmonology and Vascular Medicine, University Hospital Düsseldorf, Heinrich-Heine-University Düsseldorf, 40225 Düsseldorf, Germany.",Bernhard,Wernly,"Department of Cardiology, Clinic of Internal Medicine II, Paracelsus Medical University of Salzburg, 5020 Salzburg, Austria.",Stephan,Binneboessel,"Medical Faculty, Division of Cardiology, Pulmonology and Vascular Medicine, University Hospital Düsseldorf, Heinrich-Heine-University Düsseldorf, 40225 Düsseldorf, Germany.",Philipp,Baldia,"Medical Faculty, Division of Cardiology, Pulmonology and Vascular Medicine, University Hospital Düsseldorf, Heinrich-Heine-University Düsseldorf, 40225 Düsseldorf, Germany.",12,Dragos Andrei,Duse,"Medical Faculty, Division of Cardiology, Pulmonology and Vascular Medicine, University Hospital Düsseldorf, Heinrich-Heine-University Düsseldorf, 40225 Düsseldorf, Germany.",Ralf,Erkens,"Medical Faculty, Division of Cardiology, Pulmonology and Vascular Medicine, University Hospital Düsseldorf, Heinrich-Heine-University Düsseldorf, 40225 Düsseldorf, Germany.",Malte,Kelm,"Medical Faculty, Division of Cardiology, Pulmonology and Vascular Medicine, University Hospital Düsseldorf, Heinrich-Heine-University Düsseldorf, 40225 Düsseldorf, Germany.",Behrooz,Mamandipoor,"Fondazione Bruno Kessler Research Institute, 38123 Trento, Italy.",Venet,Osmani,"Fondazione Bruno Kessler Research Institute, 38123 Trento, Italy.",Christian,Jung,"Medical Faculty, Division of Cardiology, Pulmonology and Vascular Medicine, University Hospital Düsseldorf, Heinrich-Heine-University Düsseldorf, 40225 Düsseldorf, Germany.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
racial bias in pulse oximetry measurement,17,12,2020,The New England journal of medicine,383,1533-4406,Michael W,Sjoding,"University of Michigan Medical School, Ann Arbor, MI msjoding@umich.edu.",Robert P,Dickson,"University of Michigan Medical School, Ann Arbor, MI msjoding@umich.edu.",Theodore J,Iwashyna,"University of Michigan Medical School, Ann Arbor, MI msjoding@umich.edu.",Steven E,Gay,"University of Michigan Medical School, Ann Arbor, MI msjoding@umich.edu.",25,Thomas S,Valley,"University of Michigan Medical School, Ann Arbor, MI msjoding@umich.edu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comparison of 2 triage scoring guidelines for allocation of mechanical ventilators,01,12,2020,JAMA network open,3,2574-3805,Hannah,Wunsch,"Department of Critical Care Medicine, Sunnybrook Health Sciences Centre, Toronto, Ontario, Canada.",Andrea D,Hill,"Department of Critical Care Medicine, Sunnybrook Health Sciences Centre, Toronto, Ontario, Canada.",Nicholas,Bosch,"Department of Medicine, Boston University School of Medicine, Boston, Massachusetts.",Neill K J,Adhikari,"Department of Critical Care Medicine, Sunnybrook Health Sciences Centre, Toronto, Ontario, Canada.",12,Gordon,Rubenfeld,"Department of Critical Care Medicine, Sunnybrook Health Sciences Centre, Toronto, Ontario, Canada.",Allan,Walkey,"Department of Medicine, Boston University School of Medicine, Boston, Massachusetts.",Bruno L,Ferreyro,"Interdepartmental Division of Critical Care Medicine, University of Toronto, Toronto, Ontario, Canada.",Bourke W,Tillmann,"Department of Critical Care Medicine, Sunnybrook Health Sciences Centre, Toronto, Ontario, Canada.",Andre C K B,Amaral,"Department of Critical Care Medicine, Sunnybrook Health Sciences Centre, Toronto, Ontario, Canada.",Damon C,Scales,"Department of Critical Care Medicine, Sunnybrook Health Sciences Centre, Toronto, Ontario, Canada.",Eddy,Fan,"Interdepartmental Division of Critical Care Medicine, University of Toronto, Toronto, Ontario, Canada.",Brian H,Cuthbertson,"Department of Critical Care Medicine, Sunnybrook Health Sciences Centre, Toronto, Ontario, Canada.",Robert A,Fowler,"Department of Critical Care Medicine, Sunnybrook Health Sciences Centre, Toronto, Ontario, Canada.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effectiveness of corticosteroids in patients with sepsis or septic shock using the new third international consensus definitions (sepsis-3): a retrospective observational study,03,12,2020,PloS one,15,1932-6203,Yu-Pu,Wu,"Department of Epidemiology, Harvard T.H. Chan School of Public Health, Boston, Massachusetts, United States of America.",Julie C,Lauffenburger,"Division of Pharmacoepidemiology and Pharmacoeconomics, Department of Medicine, Brigham and Women's Hospital and Harvard Medical School, Boston, Massachusetts, United States of America.",,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
predicting the need for intubation in the first 24 h after critical care admission using machine learning approaches,01,12,2020,Scientific reports,10,2045-2322,Benjamin Ming Kit,Siu,"Department of Anaesthesia and Intensive Care, Prince of Wales Hospital, Hong Kong, China.",Gloria Hyunjung,Kwak,"Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, Hong Kong, China. hkwak@cse.ust.hk.",Lowell,Ling,"Department of Anaesthesia and Intensive Care, The Chinese University of Hong Kong, Hong Kong, China. lowell.ling@cuhk.edu.hk.",Pan,Hui,"Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, Hong Kong, China.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
association of chloride ion and sodium-chloride difference with acute kidney injury and mortality in critically ill patients,24,11,2020,Critical care explorations,2,2639-8028,Satoshi,Kimura,"Department of Anesthesiology and Resuscitation, Okayama University Hospital, Okayama, Japan.",Miguel Angel Armengol,de la Hoz,"Cardiovascular Research Center, Massachusetts General Hospital, Boston, MA.",Nathan Hutzel,Raines,"Biomedical Engineering and Telemedicine Group, Biomedical Technology Centre CTB, ETSI Telecomunicación, Universidad Politécnica de Madrid, Madrid, Spain.",Leo Anthony,Celi,"Biomedical Engineering and Telemedicine Group, Biomedical Technology Centre CTB, ETSI Telecomunicación, Universidad Politécnica de Madrid, Madrid, Spain.",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development and verification of a digital twin patient model to predict specific treatment response during the first 24 hours of sepsis,16,11,2020,Critical care explorations,2,2639-8028,Amos,Lal,"Department of Medicine, Division of Pulmonary and Critical Care Medicine, Multidisciplinary Epidemiology and Translational Research in Intensive Care Group, Mayo Clinic, Rochester, MN.",Guangxi,Li,"Department of Anesthesiology and Perioperative Medicine, Division of Critical Care, Multidisciplinary Epidemiology and Translational Research in Intensive Care Group, Mayo Clinic, Rochester, MN.",Edin,Cubro,"Multidisciplinary Epidemiology and Translational Research in Intensive Care Group, Mayo Clinic, Rochester, MN.",Sarah,Chalmers,"Department of Medicine, Division of Pulmonary and Critical Care Medicine, Multidisciplinary Epidemiology and Translational Research in Intensive Care Group, Mayo Clinic, Rochester, MN.",11,Heyi,Li,"Department of Medicine, Division of Pulmonary and Critical Care Medicine, Multidisciplinary Epidemiology and Translational Research in Intensive Care Group, Mayo Clinic, Rochester, MN.",Vitaly,Herasevich,"Department of Anesthesiology and Perioperative Medicine, Division of Critical Care, Multidisciplinary Epidemiology and Translational Research in Intensive Care Group, Mayo Clinic, Rochester, MN.",Yue,Dong,"Department of Anesthesiology and Perioperative Medicine, Division of Critical Care, Multidisciplinary Epidemiology and Translational Research in Intensive Care Group, Mayo Clinic, Rochester, MN.",Brian W,Pickering,"Department of Anesthesiology and Perioperative Medicine, Division of Critical Care, Multidisciplinary Epidemiology and Translational Research in Intensive Care Group, Mayo Clinic, Rochester, MN.",Oguz,Kilickaya,"Department of Anesthesiology and Critical Care, Altinbas University, Bahcelievler Medical Park Hospital, Istanbul, Turkey.",Ognjen,Gajic,"Department of Medicine, Division of Pulmonary and Critical Care Medicine, Multidisciplinary Epidemiology and Translational Research in Intensive Care Group, Mayo Clinic, Rochester, MN.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
federated learning for healthcare informatics,12,11,2020,Journal of healthcare informatics research,5,2509-4971,Jie,Xu,"Department of Population Health Sciences, Weill Cornell Medicine, New York, NY USA.",Benjamin S,Glicksberg,"Institute for Digital Health, Icahn School of Medicine at Mount Sinai, New York, NY USA.",Chang,Su,"Department of Population Health Sciences, Weill Cornell Medicine, New York, NY USA.",Peter,Walker,"U.S. Department of Defense Joint Artificial Intelligence Center, Washington, D.C., USA.",1,Jiang,Bian,"Department of Health Outcomes and Biomedical Informatics, College of Medicine, University of Florida, Gainesville, FL USA.",Fei,Wang,"Department of Population Health Sciences, Weill Cornell Medicine, New York, NY USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
triglyceride-glucose index linked to hospital mortality in critically ill stroke: an observational multicentre study on eicu database,28,10,2020,Frontiers in medicine,7,2296-858X,Bingjun,Zhang,"Department of Neurology, The Third Affiliated Hospital of Sun Yat-sen University, Guangzhou, China.",Lingling,Liu,"Department of Hematology, The Third Affiliated Hospital of Sun Yat-sen University, Guangzhou, China.",Hengfang,Ruan,"Department of Neurology, The Third Affiliated Hospital of Sun Yat-sen University, Guangzhou, China.",Qiang,Zhu,"Department of Neurology, The Third Affiliated Hospital of Sun Yat-sen University, Guangzhou, China.",,Dafan,Yu,"Department of Neurology, The Third Affiliated Hospital of Sun Yat-sen University, Guangzhou, China.",Yu,Yang,"Department of Neurology, The Third Affiliated Hospital of Sun Yat-sen University, Guangzhou, China.",Xuejiao,Men,"Department of Neurology, The Third Affiliated Hospital of Sun Yat-sen University, Guangzhou, China.",Zhengqi,Lu,"Department of Neurology, The Third Affiliated Hospital of Sun Yat-sen University, Guangzhou, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deceased serum bilirubin and albumin levels in the assessment of severity and mortality in patients with acute pancreatitis,23,09,2020,International journal of medical sciences,17,1449-1907,Xiao,Xu,"Department of Emergency, The Central Hospital of Wuhan, Tongji Medical College, Huazhong University of Science and Technology, Wuhan Hubei, 430014, China.",Fen,Ai,"Department of Emergency, The Central Hospital of Wuhan, Tongji Medical College, Huazhong University of Science and Technology, Wuhan Hubei, 430014, China.",Min,Huang,"Department of Nephrology, The Central Hospital of Wuhan, Tongji Medical College of Huazhong University of Science and Technology, Wuhan Hubei, 430014, China.",,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agile clinical research: a data science approach to scrumban in clinical medicine,22,10,2020,Intelligence-based medicine,3,2666-5212,Howard,Lei,"CHOC Children's Hospital, Orange, CA, USA.",Ryan,O'Connell,"University of California-Irvine, Department of Pathology, USA.",Louis,Ehwerhemuepha,"CHOC Children's Hospital, Orange, CA, USA.",Sharief,Taraman,"CHOC Children's Hospital, Orange, CA, USA.",,William,Feaster,"CHOC Children's Hospital, Orange, CA, USA.",Anthony,Chang,"CHOC Children's Hospital, Orange, CA, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
individualized fluid administration for critically ill patients with sepsis with an interpretable dynamic treatment regimen model,21,10,2020,Scientific reports,10,2045-2322,Zhongheng,Zhang,"Department of Emergency Medicine, Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, No 3, East Qingchun Road, Zhejiang Province, Hangzhou, 310016, China. zh_zhang1984@zju.edu.cn.",Bin,Zheng,"Department of Surgery, 2D, Walter C Mackenzie Health Sciences Centre, University of Alberta, Edmonton, AB, 2, Canada.",Nan,Liu,"Duke-NUS Medical School, National University of Singapore, Singapore, Singapore.",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"survival prediction of patients with sepsis from age, sex, and septic episode number alone",13,10,2020,Scientific reports,10,2045-2322,Davide,Chicco,"Krembil Research Institute, Toronto, ON, Canada. davidechicco@davidechicco.it.",Giuseppe,Jurman,"Fondazione Bruno Kessler, Trento, Italy.",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
democratizing ehr analyses with fiddle: a flexible data-driven preprocessing pipeline for structured clinical data,09,12,2020,Journal of the American Medical Informatics Association : JAMIA,27,1527-974X,Shengpu,Tang,"Department of Electrical Engineering and Computer Science, Division of Computer Science and Engineering, University of Michigan, Ann Arbor, USA.",Parmida,Davarmanesh,"Department of Mathematics, University of Michigan, Ann Arbor, USA.",Yanmeng,Song,"Department of Statistics, University of Michigan, Ann Arbor, USA.",Danai,Koutra,"Department of Electrical Engineering and Computer Science, Division of Computer Science and Engineering, University of Michigan, Ann Arbor, USA.",12,Michael W,Sjoding,"Department of Internal Medicine, University of Michigan, Ann Arbor, USA.",Jenna,Wiens,"Department of Electrical Engineering and Computer Science, Division of Computer Science and Engineering, University of Michigan, Ann Arbor, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
precision medicine in anesthesiology,XX,XX,2020,International anesthesiology clinics,58,1537-1913,Laleh,Jalilian,"Department of Anesthesiology and Perioperative Medicine, UCLA David Geffen School of Medicine, Los Angeles, California.",Maxime,Cannesson,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
using item response theory for explainable machine learning in predicting mortality in the intensive care unit: case-based approach,25,09,2020,Journal of medical Internet research,22,1438-8871,Adrienne,Kline,"Department of Biomedical Engineering, University of Calgary, Calgary, AB, Canada.",Theresa,Kline,"Department of Psychology, University of Calgary, Calgary, AB, Canada.",Zahra,Shakeri Hossein Abad,"Data Intelligence for Health Lab, Cumming School of Medicine, University of Calgary, Calgary, AB, Canada.",Joon,Lee,"Data Intelligence for Health Lab, Cumming School of Medicine, University of Calgary, Calgary, AB, Canada.",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spectral clustering of risk score trajectories stratifies sepsis patients by clinical outcome and interventions received,22,09,2020,eLife,9,2050-084X,Ran,Liu,"Institute for Computational Medicine, The Johns Hopkins University, Baltimore, United States.",Joseph L,Greenstein,"Institute for Computational Medicine, The Johns Hopkins University, Baltimore, United States.",James C,Fackler,"Department of Anesthesiology and Critical Care Medicine, The Johns Hopkins University School of Medicine, Baltimore, United States.",Melania M,Bembea,"Department of Anesthesiology and Critical Care Medicine, The Johns Hopkins University School of Medicine, Baltimore, United States.",,Raimond L,Winslow,"Institute for Computational Medicine, The Johns Hopkins University, Baltimore, United States.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proportion of time spent in blood glucose range 70 to 140 mg/dl is associated with increased survival in patients admitted to icu after cardiac arrest: a multicenter observational study,14,08,2020,Medicine,99,1536-5964,Dawei,Zhou,"Department of Critical Care Medicine, Beijing Tiantan Hospital, Capital Medical University, Beijing, China.",Zhimin,Li,,Guangzhi,Shi,,Jianxin,Zhou,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
use of do-not-resuscitate orders for critically ill patients with eskd,27,08,2020,Journal of the American Society of Nephrology : JASN,31,1533-3450,John,Danziger,"Department of Medicine, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, Massachusetts jdanzige@bidmc.harvard.edu.",Miguel,Ángel Armengol de la Hoz,"Cardiovascular Research Center, Harvard Medical School, Massachusetts General Hospital, Boston, Massachusetts.",Leo Anthony,Celi,"Department of Medicine, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, Massachusetts.",Robert A,Cohen,"Department of Medicine, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, Massachusetts.",10,Kenneth J,Mukamal,"Department of Medicine, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, Massachusetts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
managing covid-19 with a clinical decision support tool in a community health network: algorithm development and validation,24,08,2020,Journal of medical Internet research,22,1438-8871,Michael P,McRae,"Department of Biomaterials, Bioengineering Institute, New York University College of Dentistry, New York, NY, United States.",Isaac P,Dapkins,"Department of Population Health and Internal Medicine, Family Health Centers at NYU Langone, New York University School of Medicine, New York, NY, United States.",Iman,Sharif,"Departments of Pediatrics and Population Health, Family Health Centers at NYU Langone, New York University School of Medicine, New York, NY, United States.",Judd,Anderman,"Family Health Centers at NYU Langone, New York, NY, United States.",8,David,Fenyo,"Department of Biochemistry and Molecular Pharmacology, New York University School of Medicine, New York, NY, United States.",Odai,Sinokrot,"Department of Medicine, New York University School of Medicine, New York, NY, United States.",Stella K,Kang,"Department of Radiology, New York University School of Medicine, New York, NY, United States.",Nicolaos J,Christodoulides,"Department of Biomaterials, Bioengineering Institute, New York University College of Dentistry, New York, NY, United States.",Deniz,Vurmaz,"Department of Chemical and Biomolecular Engineering, NYU Tandon School of Engineering, New York University, New York, NY, United States.",Glennon W,Simmons,"Department of Biomaterials, Bioengineering Institute, New York University College of Dentistry, New York, NY, United States.",Timothy M,Alcorn,"Latham BioPharm Group, Cambridge, MA, United States.",Marco J,Daoura,"OraLiva, Naples, FL, United States.",Stu,Gisburne,"OraLiva, Naples, FL, United States.",David,Zar,"OraLiva, Naples, FL, United States.",John T,McDevitt,"Department of Biomaterials, Bioengineering Institute, New York University College of Dentistry, New York, NY, United States.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decompensation in critical care: early prediction of acute heart failure onset,07,08,2020,JMIR medical informatics,8,2291-9694,Patrick,Essay,"College of Engineering, The University of Arizona, Tucson, AZ, United States.",Baran,Balkan,"College of Engineering, The University of Arizona, Tucson, AZ, United States.",Vignesh,Subbian,"Department of Systems and Industrial Engineering, Department of Biomedical Engineering, The University of Arizona, Tucson, AZ, United States.",,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
obesity paradox for critically ill patients may be modified by age: a retrospective observational study from one large database,13,07,2020,"Critical care (London, England)",24,1466-609X,Dawei,Zhou,"Department of Critical Care Medicine, Beijing Tiantan Hospital, Capital Medical University, Beijing, China.",Zhimin,Li,"Department of Critical Care Medicine, Beijing Tiantan Hospital, Capital Medical University, Beijing, China.",Guangzhi,Shi,"Department of Critical Care Medicine, Beijing Tiantan Hospital, Capital Medical University, Beijing, China. 15866601260@163.com.",Jianxin,Zhou,"Department of Critical Care Medicine, Beijing Tiantan Hospital, Capital Medical University, Beijing, China. bjttyyicu@126.com.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"critical care nursing workforce: global imperatives, innovations and future-proofing - a call for papers",07,07,2020,Intensive & critical care nursing,60,1532-4036,Melissa J,Bloomer,"School of Nursing and Midwifery, Deakin University, Geelong, Australia; Centre for Quality and Patient Safety, Deakin University, Geelong, Australia. Electronic address: m.bloomer@deakin.edu.au.",Suzanne,Bench,"School of Health and Social Care, London Southbank University, United Kingdom.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time spent in oxygen saturation 95-99% is associated with reduced mortality in critically ill patients with mechanical ventilation,09,07,2020,"Critical care (London, England)",24,1466-609X,Dawei,Zhou,"Department of Critical Care Medicine, Beijing Tiantan Hospital, Capital Medical University, Beijing, China.",Zhimin,Li,"Department of Critical Care Medicine, Beijing Tiantan Hospital, Capital Medical University, Beijing, China.",Guangzhi,Shi,"Department of Critical Care Medicine, Beijing Tiantan Hospital, Capital Medical University, Beijing, China. 15866601260@163.com.",Jianxin,Zhou,"Department of Critical Care Medicine, Beijing Tiantan Hospital, Capital Medical University, Beijing, China. bjttyyicu@126.com.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarking machine learning models on multi-centre eicu critical care dataset,02,07,2020,PloS one,15,1932-6203,Seyedmostafa,Sheikhalishahi,"University of Trento, Trento, Italy.",Vevake,Balaraman,"University of Trento, Trento, Italy.",Venet,Osmani,"Fondazione Bruno Kessler Research Institute, Trento, Italy.",,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
digital microbiology,27,06,2020,Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,26,1469-0691,A,Egli,"Clinical Bacteriology and Mycology, University Hospital Basel, Basel, Switzerland; Applied Microbiology Research, Department of Biomedicine, University of Basel, Basel, Switzerland. Electronic address: adrian.egli@usb.ch.",J,Schrenzel,"Laboratory of Bacteriology, University Hospitals of Geneva, Geneva, Switzerland.",G,Greub,"Institute of Medical Microbiology, University Hospital Lausanne, Lausanne, Switzerland.",,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""yes, but will it work for <i>my</i> patients?"" driving clinically relevant research with benchmark datasets",19,06,2020,NPJ digital medicine,3,2398-6352,Trishan,Panch,"Division of Health Policy and Management, Harvard T.H. Chan School of Public Health, Boston, MA USA.",Tom J,Pollard,"Laboratory for Computational Physiology, Massachusetts Institute of Technology, Cambridge, MA USA.",Heather,Mattie,"Wellframe Inc., Boston, MA USA.",Emily,Lindemer,"Wellframe Inc., Boston, MA USA.",,Pearse A,Keane,"NIHR Biomedical Research Centre at Moorfields Eye Hospital and UCL Institute of Ophthalmology, London, UK.",Leo Anthony,Celi,"Laboratory for Computational Physiology, Massachusetts Institute of Technology, Cambridge, MA USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artificial intelligence and computer simulation models in critical illness,05,06,2020,World journal of critical care medicine,9,2220-3141,Amos,Lal,"Department of Medicine, Division of Pulmonary and Critical Care Medicine, Rochester, Mayo Clinic, MN 55905, United States.",Yuliya,Pinevich,"Multidisciplinary Epidemiology and Translational Research in Intensive Care Group, Mayo Clinic, Rochester, MN 55905, United States.",Ognjen,Gajic,"Department of Medicine, Division of Pulmonary and Critical Care Medicine, Rochester, Mayo Clinic, MN 55905, United States.",Vitaly,Herasevich,"Multidisciplinary Epidemiology and Translational Research in Intensive Care Group, Mayo Clinic, Rochester, MN 55905, United States.",2,Brian,Pickering,"Multidisciplinary Epidemiology and Translational Research in Intensive Care Group, Mayo Clinic, Rochester, MN 55905, United States.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toward optimal heparin dosing by comparing multiple machine learning methods: retrospective study,22,06,2020,JMIR medical informatics,8,2291-9694,Longxiang,Su,"Department of Critical Care Medicine, Peking Union Medical College Hospital, Peking Union Medical College & Chinese Academy of Medical, Beijing, China.",Chun,Liu,"Digital China Health Technologies Co Ltd, Beijing, China.",Dongkai,Li,"Department of Critical Care Medicine, Peking Union Medical College Hospital, Peking Union Medical College & Chinese Academy of Medical, Beijing, China.",Jie,He,"Digital China Health Technologies Co Ltd, Beijing, China.",6,Fanglan,Zheng,"Digital China Health Technologies Co Ltd, Beijing, China.",Huizhen,Jiang,"Department of Information Management, Peking Union Medical College Hospital, Peking Union Medical College & Chinese Academy of Medical, Beijing, China.",Hao,Wang,"Department of Critical Care Medicine, Peking Union Medical College Hospital, Peking Union Medical College & Chinese Academy of Medical, Beijing, China.",Mengchun,Gong,"Digital China Health Technologies Co Ltd, Beijing, China.",Na,Hong,"Digital China Health Technologies Co Ltd, Beijing, China.",Weiguo,Zhu,"Department of General Internal Medicine/Department of Information Management, Peking Union Medical College Hospital, Peking Union Medical College & Chinese Academy of Medical, Beijing, China.",Yun,Long,"Department of Critical Care Medicine, Peking Union Medical College Hospital, Peking Union Medical College & Chinese Academy of Medical, Beijing, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thrombocytopenia and platelet course on hospital mortality in neurological intensive care unit: a retrospective observational study from large database,30,05,2020,BMC neurology,20,1471-2377,Dawei,Zhou,"Department of Critical Care Medicine, Beijing Tiantan Hospital, Capital Medical University, Beijing, China.",Zhimin,Li,"Department of Critical Care Medicine, Beijing Tiantan Hospital, Capital Medical University, Beijing, China.",Lei,Wu,"Department of Critical Care Medicine, Beijing Tiantan Hospital, Capital Medical University, Beijing, China.",Guangzhi,Shi,"Department of Critical Care Medicine, Beijing Tiantan Hospital, Capital Medical University, Beijing, China. 13789818926@163.com.",1,Jianxin,Zhou,"Department of Critical Care Medicine, Beijing Tiantan Hospital, Capital Medical University, Beijing, China. 524748616@qq.com.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
